            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461243.375000000, A.D. 2026-Jul-21 21:00:00.0000, -2.617670075881945E+07, -7.746918092220953E+07, -3.190373812761875E+07,  4.594040208644371E+01, -2.832908859051439E+00,  5.406342151836441E-01,  6.96704189E+06,  4.81011097E+05,  1.07974022E+05,  7.75743310E-01,  2.34533012E+00,  9.74766211E-01,
2461243.416666667, A.D. 2026-Jul-21 22:00:00.0000, -2.601128151972453E+07, -7.747927922902785E+07, -3.190175014917082E+07,  4.595915959634332E+01, -2.777247271533568E+00,  5.638034682913072E-01,  6.96982743E+06,  4.72561444E+05,  1.11485468E+05,  7.71778475E-01,  2.34892074E+00,  9.76036978E-01,
2461243.458333333, A.D. 2026-Jul-21 23:00:00.0000, -2.584579492222280E+07, -7.748917699949709E+07, -3.189967870515286E+07,  4.597782335971274E+01, -2.721499794556698E+00,  5.870039665541391E-01,  6.97259867E+06,  4.64098874E+05,  1.15001483E+05,  7.67797624E-01,  2.35250656E+00,  9.77305174E-01,
2461243.500000000, A.D. 2026-Jul-22 00:00:00.0000, -2.568024130448965E+07, -7.749887392461438E+07, -3.189752368318805E+07,  4.599639299335461E+01, -2.665666539034345E+00,  6.102356511085212E-01,  6.97535556E+06,  4.55623404E+05,  1.18522060E+05,  7.63800745E-01,  2.35608751E+00,  9.78570771E-01,
2461243.541666667, A.D. 2026-Jul-22 01:00:00.0000, -2.551462100608593E+07, -7.750836969577891E+07, -3.189528497111275E+07,  4.601486811375212E+01, -2.609747617518886E+00,  6.334984624172089E-01,  6.97809802E+06,  4.47135051E+05,  1.22047188E+05,  7.59787825E-01,  2.35966353E+00,  9.79833742E-01,
2461243.583333333, A.D. 2026-Jul-22 02:00:00.0000, -2.534893436794831E+07, -7.751766400479823E+07, -3.189296245697878E+07,  4.603324833707798E+01, -2.553743144204007E+00,  6.567923402686726E-01,  6.98082601E+06,  4.38633834E+05,  1.25576858E+05,  7.55758852E-01,  2.36323455E+00,  9.81094057E-01,
2461243.625000000, A.D. 2026-Jul-22 03:00:00.0000, -2.518318173239580E+07, -7.752675654389399E+07, -3.189055602905599E+07,  4.605153327920153E+01, -2.497653234932609E+00,  6.801172237741688E-01,  6.98353946E+06,  4.30119770E+05,  1.29111060E+05,  7.51713814E-01,  2.36680049E+00,  9.82351689E-01,
2461243.666666667, A.D. 2026-Jul-22 04:00:00.0000, -2.501736344313620E+07, -7.753564700570756E+07, -3.188806557583467E+07,  4.606972255569615E+01, -2.441478007204710E+00,  7.034730513648171E-01,  6.98623833E+06,  4.21592878E+05,  1.32649785E+05,  7.47652702E-01,  2.37036129E+00,  9.83606608E-01,
2461243.708333333, A.D. 2026-Jul-22 05:00:00.0000, -2.485147984525639E+07, -7.754433508330658E+07, -3.188549098602794E+07,  4.608781578184833E+01, -2.385217580179802E+00,  7.268597607909830E-01,  6.98892254E+06,  4.13053176E+05,  1.36193023E+05,  7.43575503E-01,  2.37391687E+00,  9.84858787E-01,
2461243.750000000, A.D. 2026-Jul-22 06:00:00.0000, -2.468553128522868E+07, -7.755282047019064E+07, -3.188283214857426E+07,  4.610581257266509E+01, -2.328872074684697E+00,  7.502772891193810E-01,  6.99159205E+06,  4.04500684E+05,  1.39740764E+05,  7.39482207E-01,  2.37746717E+00,  9.86108196E-01,
2461243.791666667, A.D. 2026-Jul-22 07:00:00.0000, -2.451951811091731E+07, -7.756110286029711E+07, -3.188008895263991E+07,  4.612371254288146E+01, -2.272441613221361E+00,  7.737255727301863E-01,  6.99424680E+06,  3.95935420E+05,  1.43292997E+05,  7.35372804E-01,  2.38101212E+00,  9.87354808E-01,
2461243.833333333, A.D. 2026-Jul-22 08:00:00.0000, -2.435344067156849E+07, -7.756918194800757E+07, -3.187726128762142E+07,  4.614151530696978E+01, -2.215926319969181E+00,  7.972045473164597E-01,  6.99688672E+06,  3.87357405E+05,  1.46849713E+05,  7.31247285E-01,  2.38455163E+00,  9.88598592E-01,
2461243.875000000, A.D. 2026-Jul-22 09:00:00.0000, -2.418729931781680E+07, -7.757705742815374E+07, -3.187434904314802E+07,  4.615922047914735E+01, -2.159326320792742E+00,  8.207141478812875E-01,  6.99951176E+06,  3.78766657E+05,  1.50410902E+05,  7.27105639E-01,  2.38808566E+00,  9.89839521E-01,
2461243.916666667, A.D. 2026-Jul-22 10:00:00.0000, -2.402109440169154E+07, -7.758472899602319E+07, -3.187135210908429E+07,  4.617682767338406E+01, -2.102641743249588E+00,  8.442543087349277E-01,  7.00212186E+06,  3.70163196E+05,  1.53976553E+05,  7.22947857E-01,  2.39161411E+00,  9.91077564E-01,
2461243.958333333, A.D. 2026-Jul-22 11:00:00.0000, -2.385482627660669E+07, -7.759219634736608E+07, -3.186827037553243E+07,  4.619433650341194E+01, -2.045872716592401E+00,  8.678249634942805E-01,  7.00471696E+06,  3.61547044E+05,  1.57546656E+05,  7.18773931E-01,  2.39513693E+00,  9.92312694E-01,
2461244.000000000, A.D. 2026-Jul-22 12:00:00.0000, -2.368849529736721E+07, -7.759945917840083E+07, -3.186510373283490E+07,  4.621174658273289E+01, -1.989019371776697E+00,  8.914260450800657E-01,  7.00729701E+06,  3.52918219E+05,  1.61121200E+05,  7.14583853E-01,  2.39865404E+00,  9.93544880E-01,
2461244.041666667, A.D. 2026-Jul-22 13:00:00.0000, -2.352210182017531E+07, -7.760651718582024E+07, -3.186185207157696E+07,  4.622905752462663E+01, -1.932081841468513E+00,  9.150574857140049E-01,  7.00986195E+06,  3.44276744E+05,  1.64700175E+05,  7.10377613E-01,  2.40216536E+00,  9.94774095E-01,
2461244.083333333, A.D. 2026-Jul-22 14:00:00.0000, -2.335564620262033E+07, -7.761337006679796E+07, -3.185851528258907E+07,  4.624626894216037E+01, -1.875060260046489E+00,  9.387192169183424E-01,  7.01241171E+06,  3.35622638E+05,  1.68283569E+05,  7.06155205E-01,  2.40567083E+00,  9.96000307E-01,
2461244.125000000, A.D. 2026-Jul-22 15:00:00.0000, -2.318912880368494E+07, -7.762001751899451E+07, -3.185509325694944E+07,  4.626338044819673E+01, -1.817954763609477E+00,  9.624111695130566E-01,  7.01494625E+06,  3.26955923E+05,  1.71871372E+05,  7.01916622E-01,  2.40917037E+00,  9.97223489E-01,
2461244.166666667, A.D. 2026-Jul-22 16:00:00.0000, -2.302254998375130E+07, -7.762645924056327E+07, -3.185158588598673E+07,  4.628039165540194E+01, -1.760765489984163E+00,  9.861332736130882E-01,  7.01746549E+06,  3.18276621E+05,  1.75463574E+05,  6.97661855E-01,  2.41266391E+00,  9.98443609E-01,
2461244.208333333, A.D. 2026-Jul-22 17:00:00.0000, -2.285591010459087E+07, -7.763269493015711E+07, -3.184799306128232E+07,  4.629730217625561E+01, -1.703492578727027E+00,  1.009885458627904E+00,  7.01996939E+06,  3.09584753E+05,  1.79060162E+05,  6.93390899E-01,  2.41615138E+00,  9.99660640E-01,
2461244.250000000, A.D. 2026-Jul-22 18:00:00.0000, -2.268920952937051E+07, -7.763872428693444E+07, -3.184431467467302E+07,  4.631411162305895E+01, -1.646136171131881E+00,  1.033667653258755E+00,  7.02245789E+06,  3.00880341E+05,  1.82661126E+05,  6.89103747E-01,  2.41963270E+00,  1.00087455E+00,
2461244.291666667, A.D. 2026-Jul-22 19:00:00.0000, -2.252244862265854E+07, -7.764454701056525E+07, -3.184055061825369E+07,  4.633081960794307E+01, -1.588696410237397E+00,  1.057479785495943E+00,  7.02493092E+06,  2.92163407E+05,  1.86266454E+05,  6.84800394E-01,  2.42310780E+00,  1.00208531E+00,
2461244.333333333, A.D. 2026-Jul-22 20:00:00.0000, -2.235562775041446E+07, -7.765016280123784E+07, -3.183670078437959E+07,  4.634742574287902E+01, -1.531173440828962E+00,  1.081321782618434E+00,  7.02738843E+06,  2.83433975E+05,  1.89876135E+05,  6.80480833E-01,  2.42657661E+00,  1.00329289E+00,
2461244.375000000, A.D. 2026-Jul-22 21:00:00.0000, -2.218874727999496E+07, -7.765557135966481E+07, -3.183276506566907E+07,  4.636392963968622E+01, -1.473567409446095E+00,  1.105193571191201E+00,  7.02983036E+06,  2.74692066E+05,  1.93490158E+05,  6.76145061E-01,  2.43003906E+00,  1.00449727E+00,
2461244.416666667, A.D. 2026-Jul-22 22:00:00.0000, -2.202180758015986E+07, -7.766077238708939E+07, -3.182874335500622E+07,  4.638033091004065E+01, -1.415878464390009E+00,  1.129095077062383E+00,  7.03225665E+06,  2.65937705E+05,  1.97108511E+05,  6.71793071E-01,  2.43349506E+00,  1.00569840E+00,
2461244.458333333, A.D. 2026-Jul-22 23:00:00.0000, -2.185480902106176E+07, -7.766576558529200E+07, -3.182463554554329E+07,  4.639662916548559E+01, -1.358106755725161E+00,  1.153026225363177E+00,  7.03466725E+06,  2.57170913E+05,  2.00731182E+05,  6.67424860E-01,  2.43694455E+00,  1.00689627E+00,
2461244.500000000, A.D. 2026-Jul-23 00:00:00.0000, -2.168775197425194E+07, -7.767055065659642E+07, -3.182044153070336E+07,  4.641282401743978E+01, -1.300252435286738E+00,  1.176986940505035E+00,  7.03706209E+06,  2.48391716E+05,  2.04358159E+05,  6.63040424E-01,  2.44038745E+00,  1.00809083E+00,
2461244.541666667, A.D. 2026-Jul-23 01:00:00.0000, -2.152063681268621E+07, -7.767512730387619E+07, -3.181616120418298E+07,  4.642891507720636E+01, -1.242315656687959E+00,  1.200977146177060E+00,  7.03944112E+06,  2.39600136E+05,  2.07989431E+05,  6.58639760E-01,  2.44382369E+00,  1.00928207E+00,
2461244.583333333, A.D. 2026-Jul-23 02:00:00.0000, -2.135346391071445E+07, -7.767949523056115E+07, -3.181179445995468E+07,  4.644490195598307E+01, -1.184296575321699E+00,  1.224996765345726E+00,  7.04180428E+06,  2.30796198E+05,  2.11624986E+05,  6.54222863E-01,  2.44725318E+00,  1.01046994E+00,
2461244.625000000, A.D. 2026-Jul-23 03:00:00.0000, -2.118623364408639E+07, -7.768365414064376E+07, -3.180734119226957E+07,  4.646078426487118E+01, -1.126195348367743E+00,  1.249045720252278E+00,  7.04415151E+06,  2.21979926E+05,  2.15264810E+05,  6.49789732E-01,  2.45067587E+00,  1.01165443E+00,
2461244.666666667, A.D. 2026-Jul-23 04:00:00.0000, -2.101894638995742E+07, -7.768760373868540E+07, -3.180280129566013E+07,  4.647656161488430E+01, -1.068012134800031E+00,  1.273123932410130E+00,  7.04648275E+06,  2.13151345E+05,  2.18908893E+05,  6.45340364E-01,  2.45409166E+00,  1.01283549E+00,
2461244.708333333, A.D. 2026-Jul-23 05:00:00.0000, -2.085160252687796E+07, -7.769134372982320E+07, -3.179817466494257E+07,  4.649223361695900E+01, -1.009747095388143E+00,  1.297231322604649E+00,  7.04879794E+06,  2.04310480E+05,  2.22557221E+05,  6.40874756E-01,  2.45750049E+00,  1.01401311E+00,
2461244.750000000, A.D. 2026-Jul-23 06:00:00.0000, -2.068420243479919E+07, -7.769487381977622E+07, -3.179346119521961E+07,  4.650779988196375E+01, -9.514003927044605E-01,  1.321367810890598E+00,  7.05109703E+06,  1.95457356E+05,  2.26209782E+05,  6.36392908E-01,  2.46090228E+00,  1.01518724E+00,
2461244.791666667, A.D. 2026-Jul-23 07:00:00.0000, -2.051674649507872E+07, -7.769819371485195E+07, -3.178866078188322E+07,  4.652326002070807E+01, -8.929721911312940E-01,  1.345533316589589E+00,  7.05337995E+06,  1.86591998E+05,  2.29866564E+05,  6.31894819E-01,  2.46429695E+00,  1.01635786E+00,
2461244.833333333, A.D. 2026-Jul-23 08:00:00.0000, -2.034923509046990E+07, -7.770130312195304E+07, -3.178377332061698E+07,  4.653861364395320E+01, -8.344626568622454E-01,  1.369727758289928E+00,  7.05564665E+06,  1.77714433E+05,  2.33527554E+05,  6.27380486E-01,  2.46768443E+00,  1.01752494E+00,
2461244.875000000, A.D. 2026-Jul-23 09:00:00.0000, -2.018166860512738E+07, -7.770420174858367E+07, -3.177879870739886E+07,  4.655386036242135E+01, -7.758719579092566E-01,  1.393951053844105E+00,  7.05789707E+06,  1.68824687E+05,  2.37192739E+05,  6.22849912E-01,  2.47106464E+00,  1.01868844E+00,
2461244.916666667, A.D. 2026-Jul-23 10:00:00.0000, -2.001404742461276E+07, -7.770688930285609E+07, -3.177373683850409E+07,  4.656899978680497E+01, -7.172002641096289E-01,  1.418203120366300E+00,  7.06013115E+06,  1.59922786E+05,  2.40862106E+05,  6.18303094E-01,  2.47443750E+00,  1.01984834E+00,
2461244.958333333, A.D. 2026-Jul-23 11:00:00.0000, -1.984637193588370E+07, -7.770936549349736E+07, -3.176858761050741E+07,  4.658403152777765E+01, -6.584477471272457E-01,  1.442483874232291E+00,  7.06234883E+06,  1.51008756E+05,  2.44535642E+05,  6.13740034E-01,  2.47780294E+00,  1.02100460E+00,
2461245.000000000, A.D. 2026-Jul-23 12:00:00.0000, -1.967864252729945E+07, -7.771163002985573E+07, -3.176335092028598E+07,  4.659895519600352E+01, -5.996145804595059E-01,  1.466793231076995E+00,  7.06455006E+06,  1.42082625E+05,  2.48213335E+05,  6.09160733E-01,  2.48116088E+00,  1.02215720E+00,
2461245.041666667, A.D. 2026-Jul-23 13:00:00.0000, -1.951085958862637E+07, -7.771368262190738E+07, -3.175802666502216E+07,  4.661377040214673E+01, -5.407009394442299E-01,  1.491131105792035E+00,  7.06673477E+06,  1.33144419E+05,  2.51895169E+05,  6.04565192E-01,  2.48451125E+00,  1.02330610E+00,
2461245.083333333, A.D. 2026-Jul-23 14:00:00.0000, -1.934302351102690E+07, -7.771552298026302E+07, -3.175261474220587E+07,  4.662847675688257E+01, -4.817070012607381E-01,  1.515497412525703E+00,  7.06890291E+06,  1.24194167E+05,  2.55581134E+05,  5.99953412E-01,  2.48785395E+00,  1.02445128E+00,
2461245.125000000, A.D. 2026-Jul-23 15:00:00.0000, -1.917513468706506E+07, -7.771715081617461E+07, -3.174711504963743E+07,  4.664307387090698E+01, -4.226329449366652E-01,  1.539892064680563E+00,  7.07105441E+06,  1.15231897E+05,  2.59271214E+05,  5.95325397E-01,  2.49118893E+00,  1.02559269E+00,
2461245.166666667, A.D. 2026-Jul-23 16:00:00.0000, -1.900719351071175E+07, -7.771856584154180E+07, -3.174152748543043E+07,  4.665756135494637E+01, -3.634789513547432E-01,  1.564314974911071E+00,  7.07318923E+06,  1.06257636E+05,  2.62965396E+05,  5.90681148E-01,  2.49451610E+00,  1.02673031E+00,
2461245.208333333, A.D. 2026-Jul-23 17:00:00.0000, -1.883920037733373E+07, -7.771976776891887E+07, -3.173585194801410E+07,  4.667193881976872E+01, -3.042452032537342E-01,  1.588766055123606E+00,  7.07530730E+06,  9.72714131E+04,  2.66663667E+05,  5.86020669E-01,  2.49783538E+00,  1.02786411E+00,
2461245.250000000, A.D. 2026-Jul-23 18:00:00.0000, -1.867115568369888E+07, -7.772075631152126E+07, -3.173008833613613E+07,  4.668620587619345E+01, -2.449318852351182E-01,  1.613245216474131E+00,  7.07740856E+06,  8.82732579E+04,  2.70366013E+05,  5.81343963E-01,  2.50114669E+00,  1.02899406E+00,
2461245.291666667, A.D. 2026-Jul-23 19:00:00.0000, -1.850305982798154E+07, -7.772153118323235E+07, -3.172423654886559E+07,  4.670036213510134E+01, -1.855391837697472E-01,  1.637752369365868E+00,  7.07949296E+06,  7.92631998E+04,  2.74072419E+05,  5.76651034E-01,  2.50444996E+00,  1.03012012E+00,
2461245.333333333, A.D. 2026-Jul-23 20:00:00.0000, -1.833491320975125E+07, -7.772209209861019E+07, -3.171829648559528E+07,  4.671440720744587E+01, -1.260672871986285E-01,  1.662287423449401E+00,  7.08156043E+06,  7.02412693E+04,  2.77782872E+05,  5.71941887E-01,  2.50774510E+00,  1.03124227E+00,
2461245.375000000, A.D. 2026-Jul-23 21:00:00.0000, -1.816671622997796E+07, -7.772243877289425E+07, -3.171226804604459E+07,  4.672834070426326E+01, -6.651638573947771E-02,  1.686850287620397E+00,  7.08361092E+06,  6.12074978E+04,  2.81497358E+05,  5.67216525E-01,  2.51103205E+00,  1.03236046E+00,
2461245.416666667, A.D. 2026-Jul-23 22:00:00.0000, -1.799846929103723E+07, -7.772257092201209E+07, -3.170615113026248E+07,  4.674216223668251E+01, -6.886671493244068E-03,  1.711440870017340E+00,  7.08564437E+06,  5.21619187E+04,  2.85215863E+05,  5.62474956E-01,  2.51431071E+00,  1.03347468E+00,
2461245.458333333, A.D. 2026-Jul-23 23:00:00.0000, -1.783017279669887E+07, -7.772248826258636E+07, -3.169994563862976E+07,  4.675587141593702E+01,  5.282166155526935E-02,  1.736059078021706E+00,  7.08766072E+06,  4.31045683E+04,  2.88938371E+05,  5.57717184E-01,  2.51758101E+00,  1.03458489E+00,
2461245.500000000, A.D. 2026-Jul-24 00:00:00.0000, -1.766182715213206E+07, -7.772219051194131E+07, -3.169365147186200E+07,  4.676946785337478E+01,  1.126084175309845E-01,  1.760704818255742E+00,  7.08965991E+06,  3.40354907E+04,  2.92664869E+05,  5.52943215E-01,  2.52084288E+00,  1.03569106E+00,
2461245.541666667, A.D. 2026-Jul-24 01:00:00.0000, -1.749343276391038E+07, -7.772167738810986E+07, -3.168726853101254E+07,  4.678295116046863E+01,  1.724733986621696E-01,  1.785377996580271E+00,  7.09164189E+06,  2.49547499E+04,  2.96395341E+05,  5.48153056E-01,  2.52409622E+00,  1.03679315E+00,
2461245.583333333, A.D. 2026-Jul-24 02:00:00.0000, -1.732499004000039E+07, -7.772094860984029E+07, -3.168079671747481E+07,  4.679632094882797E+01,  2.324164052799593E-01,  1.810078518094927E+00,  7.09360660E+06,  1.58624871E+04,  3.00129774E+05,  5.43346714E-01,  2.52734097E+00,  1.03789114E+00,
2461245.625000000, A.D. 2026-Jul-24 03:00:00.0000, -1.715649938976659E+07, -7.772000389660308E+07, -3.167423593298518E+07,  4.680957683020919E+01,  2.924372358121080E-01,  1.834806287136013E+00,  7.09555397E+06,  6.75944010E+03,  3.03868152E+05,  5.38524197E-01,  2.53057703E+00,  1.03898498E+00,
2461245.666666667, A.D. 2026-Jul-24 04:00:00.0000, -1.698796122397636E+07, -7.771884296859784E+07, -3.166758607962605E+07,  4.682271841652616E+01,  3.525356867767339E-01,  1.859561207274359E+00,  7.09748395E+06,  2.36457749E+03,  3.07610461E+05,  5.33685513E-01,  2.53380434E+00,  1.04007466E+00,
2461245.708333333, A.D. 2026-Jul-24 05:00:00.0000, -1.681937595478841E+07, -7.771746554676017E+07, -3.166084705982814E+07,  4.683574531986209E+01,  4.127115527820309E-01,  1.884343181315646E+00,  7.09939648E+06,  1.14872838E+04,  3.11356684E+05,  5.28830670E-01,  2.53702281E+00,  1.04116014E+00,
2461245.750000000, A.D. 2026-Jul-24 06:00:00.0000, -1.665074399575760E+07, -7.771587135276845E+07, -3.165401877637340E+07,  4.684865715248009E+01,  4.729646265201397E-01,  1.909152111298311E+00,  7.10129151E+06,  2.06257971E+04,  3.15106808E+05,  5.23959676E-01,  2.54023236E+00,  1.04224138E+00,
2461245.791666667, A.D. 2026-Jul-24 07:00:00.0000, -1.648206576183986E+07, -7.771406010905093E+07, -3.164710113239808E+07,  4.686145352683392E+01,  5.332946987610601E-01,  1.933987898491490E+00,  7.10316897E+06,  2.97761853E+04,  3.18860817E+05,  5.19072542E-01,  2.54343291E+00,  1.04331836E+00,
2461245.833333333, A.D. 2026-Jul-24 08:00:00.0000, -1.631334166938036E+07, -7.771203153879249E+07, -3.164009403139503E+07,  4.687413405557997E+01,  5.937015583525318E-01,  1.958850443395409E+00,  7.10502881E+06,  3.89381788E+04,  3.22618695E+05,  5.14169278E-01,  2.54662438E+00,  1.04439104E+00,
2461245.875000000, A.D. 2026-Jul-24 09:00:00.0000, -1.614457213611837E+07, -7.770978536594158E+07, -3.163299737721665E+07,  4.688669835158802E+01,  6.541849922140637E-01,  1.983739645739361E+00,  7.10687097E+06,  4.81116878E+04,  3.26380427E+05,  5.09249893E-01,  2.54980669E+00,  1.04545939E+00,
2461245.916666667, A.D. 2026-Jul-24 10:00:00.0000, -1.597575758119190E+07, -7.770732131521735E+07, -3.162581107407797E+07,  4.689914602795222E+01,  7.147447853309955E-01,  2.008655404479720E+00,  7.10869539E+06,  5.72966589E+04,  3.30145997E+05,  5.04314398E-01,  2.55297976E+00,  1.04652337E+00,
2461245.958333333, A.D. 2026-Jul-24 11:00:00.0000, -1.580689842512592E+07, -7.770463911211638E+07, -3.161853502655892E+07,  4.691147669800315E+01,  7.753807207545658E-01,  2.033597617800403E+00,  7.11050202E+06,  6.64930492E+04,  3.33915390E+05,  4.99362806E-01,  2.55614351E+00,  1.04758296E+00,
2461246.000000000, A.D. 2026-Jul-24 12:00:00.0000, -1.563799508983696E+07, -7.770173848291972E+07, -3.161116913960737E+07,  4.692368997531887E+01,  8.360925795960943E-01,  2.058566183110933E+00,  7.11229079E+06,  7.57008205E+04,  3.37688589E+05,  4.94395126E-01,  2.55929784E+00,  1.04863813E+00,
2461246.041666667, A.D. 2026-Jul-24 13:00:00.0000, -1.546904799863770E+07, -7.769861915470010E+07, -3.160371331854212E+07,  4.693578547373597E+01,  8.968801410212101E-01,  2.083560997044511E+00,  7.11406164E+06,  8.49199359E+04,  3.41465579E+05,  4.89411373E-01,  2.56244270E+00,  1.04968884E+00,
2461246.083333333, A.D. 2026-Jul-24 14:00:00.0000, -1.530005757622505E+07, -7.769528085532856E+07, -3.159616746905529E+07,  4.694776280736188E+01,  9.577431822501009E-01,  2.108581955458566E+00,  7.11581453E+06,  9.41503596E+04,  3.45246343E+05,  4.84411558E-01,  2.56557798E+00,  1.05073505E+00,
2461246.125000000, A.D. 2026-Jul-24 15:00:00.0000, -1.513102424868458E+07, -7.769172331348172E+07, -3.158853149721528E+07,  4.695962159058608E+01,  1.018681478551864E+00,  2.133628953432888E+00,  7.11754939E+06,  1.03392056E+05,  3.49030865E+05,  4.79395694E-01,  2.56870362E+00,  1.05177675E+00,
2461246.166666667, A.D. 2026-Jul-24 16:00:00.0000, -1.496194844349509E+07, -7.768794625864883E+07, -3.158080530946988E+07,  4.697136143809132E+01,  1.079694803238901E+00,  2.158701885267776E+00,  7.11926616E+06,  1.12644989E+05,  3.52819130E+05,  4.74363797E-01,  2.57181952E+00,  1.05281388E+00,
2461246.208333333, A.D. 2026-Jul-24 17:00:00.0000, -1.479283058951644E+07, -7.768394942113864E+07, -3.157298881264852E+07,  4.698298196486608E+01,  1.140782927667354E+00,  2.183800644484674E+00,  7.12096479E+06,  1.21909124E+05,  3.56611119E+05,  4.69315878E-01,  2.57492562E+00,  1.05384643E+00,
2461246.250000000, A.D. 2026-Jul-24 18:00:00.0000, -1.462367111699396E+07, -7.767973253208657E+07, -3.156508191396538E+07,  4.699448278621600E+01,  1.201945621231636E+00,  2.208925123824375E+00,  7.12264521E+06,  1.31184424E+05,  3.60406818E+05,  4.64251955E-01,  2.57802181E+00,  1.05487436E+00,
2461246.291666667, A.D. 2026-Jul-24 19:00:00.0000, -1.445447045756283E+07, -7.767529532346183E+07, -3.155708452102244E+07,  4.700586351777523E+01,  1.263182651358986E+00,  2.234075215245246E+00,  7.12430738E+06,  1.40470853E+05,  3.64206209E+05,  4.59172040E-01,  2.58110803E+00,  1.05589763E+00,
2461246.333333333, A.D. 2026-Jul-24 20:00:00.0000, -1.428522904423580E+07, -7.767063752807431E+07, -3.154899654181173E+07,  4.701712377551912E+01,  1.324493783510120E+00,  2.259250809923952E+00,  7.12595123E+06,  1.49768376E+05,  3.68009275E+05,  4.54076151E-01,  2.58418419E+00,  1.05691622E+00,
2461246.375000000, A.D. 2026-Jul-24 21:00:00.0000, -1.411594731140747E+07, -7.766575887958182E+07, -3.154081788471853E+07,  4.702826317577572E+01,  1.385878781173916E+00,  2.284451798253733E+00,  7.12757671E+06,  1.59076956E+05,  3.71816000E+05,  4.48964304E-01,  2.58725020E+00,  1.05793009E+00,
2461246.416666667, A.D. 2026-Jul-24 22:00:00.0000, -1.394662569485857E+07, -7.766065911249734E+07, -3.153254845852433E+07,  4.703928133523743E+01,  1.447337405862170E+00,  2.309678069842716E+00,  7.12918376E+06,  1.68396555E+05,  3.75626366E+05,  4.43836515E-01,  2.59030599E+00,  1.05893920E+00,
2461246.458333333, A.D. 2026-Jul-24 23:00:00.0000, -1.377726463174348E+07, -7.765533796219571E+07, -3.152418817240919E+07,  4.705017787097373E+01,  1.508869417110428E+00,  2.334929513514715E+00,  7.13077232E+06,  1.77727137E+05,  3.79440356E+05,  4.38692801E-01,  2.59335147E+00,  1.05994354E+00,
2461246.500000000, A.D. 2026-Jul-25 00:00:00.0000, -1.360786456059448E+07, -7.764979516492110E+07, -3.151573693595483E+07,  4.706095240044296E+01,  1.570474572472873E+00,  2.360206017307601E+00,  7.13234233E+06,  1.87068665E+05,  3.83257953E+05,  4.33533180E-01,  2.59638655E+00,  1.06094305E+00,
2461246.541666667, A.D. 2026-Jul-25 01:00:00.0000, -1.343842592132578E+07, -7.764403045779419E+07, -3.150719465914768E+07,  4.707160454150405E+01,  1.632152627517252E+00,  2.385507468471683E+00,  7.13389374E+06,  1.96421100E+05,  3.87079140E+05,  4.28357671E-01,  2.59941117E+00,  1.06193772E+00,
2461246.583333333, A.D. 2026-Jul-25 02:00:00.0000, -1.326894915522106E+07, -7.763804357881902E+07, -3.149856125238125E+07,  4.708213391242948E+01,  1.693903335825920E+00,  2.410833753470607E+00,  7.13542648E+06,  2.05784405E+05,  3.90903899E+05,  4.23166292E-01,  2.60242522E+00,  1.06292750E+00,
2461246.625000000, A.D. 2026-Jul-25 03:00:00.0000, -1.309943470493742E+07, -7.763183426689032E+07, -3.148983662645921E+07,  4.709254013191716E+01,  1.755726448990919E+00,  2.436184757979801E+00,  7.13694051E+06,  2.15158543E+05,  3.94732212E+05,  4.17959063E-01,  2.60542864E+00,  1.06391237E+00,
2461246.666666667, A.D. 2026-Jul-25 04:00:00.0000, -1.292988301450942E+07, -7.762540226180084E+07, -3.148102069259847E+07,  4.710282281910240E+01,  1.817621716609086E+00,  2.461560366884942E+00,  7.13843577E+06,  2.24543473E+05,  3.98564062E+05,  4.12736002E-01,  2.60842133E+00,  1.06489230E+00,
2461246.708333333, A.D. 2026-Jul-25 05:00:00.0000, -1.276029452933638E+07, -7.761874730424824E+07, -3.147211336243149E+07,  4.711298159357084E+01,  1.879588886283674E+00,  2.486960464283160E+00,  7.13991219E+06,  2.33939158E+05,  4.02399430E+05,  4.07497131E-01,  2.61140321E+00,  1.06586724E+00,
2461246.750000000, A.D. 2026-Jul-25 06:00:00.0000, -1.259066969618631E+07, -7.761186913584234E+07, -3.146311454800942E+07,  4.712301607537103E+01,  1.941627703618208E+00,  2.512384933480720E+00,  7.14136973E+06,  2.43345558E+05,  4.06238300E+05,  4.02242471E-01,  2.61437420E+00,  1.06683717E+00,
2461246.791666667, A.D. 2026-Jul-25 07:00:00.0000, -1.242100896319969E+07, -7.760476749911259E+07, -3.145402416180519E+07,  4.713292588502581E+01,  2.003737912213904E+00,  2.537833656992841E+00,  7.14280832E+06,  2.52762634E+05,  4.10080652E+05,  3.96972042E-01,  2.61733421E+00,  1.06780205E+00,
2461246.833333333, A.D. 2026-Jul-25 08:00:00.0000, -1.225131277987674E+07, -7.759744213751492E+07, -3.144484211671586E+07,  4.714271064354602E+01,  2.065919253669751E+00,  2.563306516543942E+00,  7.14422791E+06,  2.62190347E+05,  4.13926468E+05,  3.91685867E-01,  2.62028316E+00,  1.06876185E+00,
